task,subject,z,config,predictor,spearman,auroc,dpsnr10,dpsnr20,dpsnr30,elapsed_s,fwd_count,psnr
T1->T2,IXI022-Guys-0701,82,rcrf_n4,rcrf(4次平均),-0.8589,0.8569,1.68,3.44,5.226,3.589,40,
T1->T2,IXI022-Guys-0701,82,unc_n4,unc(集成标准差),-0.8897,0.8903,2.094,4.347,6.827,3.589,40,
T1->T2,IXI022-Guys-0701,82,random,uniform-random,0.0129,0.4958,-0.048,-0.048,-0.067,0.0,0,
T1->T2,IXI022-Guys-0701,82,full_skip2,rcrf+unc(w.6/.4),-0.8723,0.8798,2.329,4.293,6.09,2.022,24,19.56
T1->T2,IXI022-Guys-0701,94,full_n4,rcrf+unc(w.6/.4),-0.8969,0.8961,2.829,5.033,7.299,2.102,40,20.16
T1->T2,IXI022-Guys-0701,94,fusion_w1.0,w1=1.0,-0.8809,0.8775,2.261,4.193,6.313,2.102,40,
T1->T2,IXI022-Guys-0701,94,fusion_w0.7,w1=0.7,-0.8932,0.8925,2.749,4.977,6.976,2.102,40,
T1->T2,IXI022-Guys-0701,94,fusion_w0.5,w1=0.5,-0.9004,0.8992,2.865,5.158,7.599,2.102,40,
T1->T2,IXI022-Guys-0701,94,fusion_w0.3,w1=0.3,-0.9073,0.9034,2.87,5.44,8.261,2.102,40,
T1->T2,IXI022-Guys-0701,94,fusion_w0.0,w1=0.0,-0.9145,0.902,2.775,5.21,8.446,2.102,40,
T1->T2,IXI022-Guys-0701,94,rcrf_n1,rcrf(单次推理),-0.8709,0.8667,2.214,3.634,5.84,0.799,20,20.04
T1->T2,IXI022-Guys-0701,94,rcrf_n4,rcrf(4次平均),-0.8809,0.8775,2.261,4.193,6.313,2.102,40,
T1->T2,IXI022-Guys-0701,94,unc_n4,unc(集成标准差),-0.9145,0.902,2.775,5.21,8.446,2.102,40,
T1->T2,IXI022-Guys-0701,94,random,uniform-random,0.0056,0.4956,-0.06,-0.06,-0.106,0.0,0,
T1->T2,IXI022-Guys-0701,94,full_skip2,rcrf+unc(w.6/.4),-0.8916,0.8992,2.97,5.249,7.312,1.025,24,20.08
T1->T2,IXI022-Guys-0701,106,full_n4,rcrf+unc(w.6/.4),-0.8846,0.8847,2.678,4.425,7.08,1.634,40,20.6
T1->T2,IXI022-Guys-0701,106,fusion_w1.0,w1=1.0,-0.8687,0.8582,1.857,3.733,6.144,1.634,40,
T1->T2,IXI022-Guys-0701,106,fusion_w0.7,w1=0.7,-0.8808,0.8787,2.558,4.249,7.053,1.634,40,
T1->T2,IXI022-Guys-0701,106,fusion_w0.5,w1=0.5,-0.8885,0.89,2.754,4.598,7.176,1.634,40,
T1->T2,IXI022-Guys-0701,106,fusion_w0.3,w1=0.3,-0.8968,0.8992,2.921,5.038,7.467,1.634,40,
T1->T2,IXI022-Guys-0701,106,fusion_w0.0,w1=0.0,-0.9091,0.9062,2.786,5.163,8.191,1.634,40,
T1->T2,IXI022-Guys-0701,106,rcrf_n1,rcrf(单次推理),-0.8603,0.8502,1.845,3.288,5.561,0.978,20,20.13
T1->T2,IXI022-Guys-0701,106,rcrf_n4,rcrf(4次平均),-0.8687,0.8582,1.857,3.733,6.144,1.634,40,
T1->T2,IXI022-Guys-0701,106,unc_n4,unc(集成标准差),-0.9091,0.9062,2.786,5.163,8.191,1.634,40,
T1->T2,IXI022-Guys-0701,106,random,uniform-random,0.0053,0.5089,-0.007,-0.021,0.067,0.0,0,
T1->T2,IXI022-Guys-0701,106,full_skip2,rcrf+unc(w.6/.4),-0.8798,0.8799,2.502,4.381,6.974,1.911,24,20.62
T1->T2,IXI022-Guys-0701,118,full_n4,rcrf+unc(w.6/.4),-0.8926,0.9159,3.698,6.921,14.359,3.105,40,22.22
T1->T2,IXI022-Guys-0701,118,fusion_w1.0,w1=1.0,-0.8648,0.899,3.045,5.883,11.016,3.105,40,
T1->T2,IXI022-Guys-0701,118,fusion_w0.7,w1=0.7,-0.8867,0.9125,3.624,6.72,14.137,3.105,40,
T1->T2,IXI022-Guys-0701,118,fusion_w0.5,w1=0.5,-0.8979,0.9188,3.878,7.065,14.553,3.105,40,
T1->T2,IXI022-Guys-0701,118,fusion_w0.3,w1=0.3,-0.9071,0.9236,4.085,7.807,14.757,3.105,40,
T1->T2,IXI022-Guys-0701,118,fusion_w0.0,w1=0.0,-0.9103,0.9265,3.693,8.233,14.891,3.105,40,
T1->T2,IXI022-Guys-0701,118,rcrf_n1,rcrf(单次推理),-0.8576,0.8948,3.094,5.684,10.232,1.705,20,22.06
T1->T2,IXI022-Guys-0701,118,rcrf_n4,rcrf(4次平均),-0.8648,0.899,3.045,5.883,11.016,3.105,40,
T1->T2,IXI022-Guys-0701,118,unc_n4,unc(集成标准差),-0.9103,0.9265,3.693,8.233,14.891,3.105,40,
T1->T2,IXI022-Guys-0701,118,random,uniform-random,-0.0079,0.5027,-0.012,-0.043,-0.157,0.0,0,
T1->T2,IXI022-Guys-0701,118,full_skip2,rcrf+unc(w.6/.4),-0.8763,0.9119,4.048,6.835,12.91,1.808,24,22.11
T1->T2,IXI023-Guys-0699,32,full_n4,rcrf+unc(w.6/.4),-0.9071,0.9108,2.392,5.01,9.33,3.548,40,20.82
T1->T2,IXI023-Guys-0699,32,fusion_w1.0,w1=1.0,-0.894,0.9044,2.273,4.89,8.846,3.548,40,
T1->T2,IXI023-Guys-0699,32,fusion_w0.7,w1=0.7,-0.9038,0.9099,2.355,4.941,9.362,3.548,40,
T1->T2,IXI023-Guys-0699,32,fusion_w0.5,w1=0.5,-0.9104,0.9113,2.39,5.002,9.579,3.548,40,
T1->T2,IXI023-Guys-0699,32,fusion_w0.3,w1=0.3,-0.9178,0.9106,2.303,5.016,9.534,3.548,40,
T1->T2,IXI023-Guys-0699,32,fusion_w0.0,w1=0.0,-0.9262,0.9028,2.163,4.733,9.006,3.548,40,
T1->T2,IXI023-Guys-0699,32,rcrf_n1,rcrf(单次推理),-0.8854,0.9006,2.235,4.772,8.944,1.793,20,20.64
T1->T2,IXI023-Guys-0699,32,rcrf_n4,rcrf(4次平均),-0.894,0.9044,2.273,4.89,8.846,3.548,40,
T1->T2,IXI023-Guys-0699,32,unc_n4,unc(集成标准差),-0.9262,0.9028,2.163,4.733,9.006,3.548,40,
T1->T2,IXI023-Guys-0699,32,random,uniform-random,0.0054,0.4875,-0.026,-0.09,-0.085,0.0,0,
T1->T2,IXI023-Guys-0699,32,full_skip2,rcrf+unc(w.6/.4),-0.9023,0.9136,2.439,5.267,10.683,2.189,24,20.65
T1->T2,IXI023-Guys-0699,44,full_n4,rcrf+unc(w.6/.4),-0.9032,0.9236,3.121,6.85,10.418,3.098,40,21.58
T1->T2,IXI023-Guys-0699,44,fusion_w1.0,w1=1.0,-0.8892,0.9143,3.183,6.595,9.859,3.098,40,
T1->T2,IXI023-Guys-0699,44,fusion_w0.7,w1=0.7,-0.8999,0.9222,3.327,6.843,10.39,3.098,40,
T1->T2,IXI023-Guys-0699,44,fusion_w0.5,w1=0.5,-0.9064,0.9245,3.036,6.878,10.537,3.098,40,
T1->T2,IXI023-Guys-0699,44,fusion_w0.3,w1=0.3,-0.913,0.9242,2.856,6.699,10.487,3.098,40,
T1->T2,IXI023-Guys-0699,44,fusion_w0.0,w1=0.0,-0.9213,0.9108,2.714,5.045,8.67,3.098,40,
T1->T2,IXI023-Guys-0699,44,rcrf_n1,rcrf(单次推理),-0.8778,0.9026,3.003,5.926,8.663,1.517,20,21.48
T1->T2,IXI023-Guys-0699,44,rcrf_n4,rcrf(4次平均),-0.8892,0.9143,3.183,6.595,9.859,3.098,40,
T1->T2,IXI023-Guys-0699,44,unc_n4,unc(集成标准差),-0.9213,0.9108,2.714,5.045,8.67,3.098,40,
T1->T2,IXI023-Guys-0699,44,random,uniform-random,0.0014,0.4863,-0.083,-0.15,-0.278,0.0,0,
T1->T2,IXI023-Guys-0699,44,full_skip2,rcrf+unc(w.6/.4),-0.8959,0.9224,3.769,7.492,9.866,1.623,24,21.41
T1->T2,IXI023-Guys-0699,56,full_n4,rcrf+unc(w.6/.4),-0.9045,0.9236,2.796,5.894,9.149,1.632,40,21.09
T1->T2,IXI023-Guys-0699,56,fusion_w1.0,w1=1.0,-0.8915,0.9111,2.504,5.569,8.898,1.632,40,
T1->T2,IXI023-Guys-0699,56,fusion_w0.7,w1=0.7,-0.9015,0.9214,2.696,6.022,9.104,1.632,40,
T1->T2,IXI023-Guys-0699,56,fusion_w0.5,w1=0.5,-0.9073,0.9251,2.815,5.883,9.25,1.632,40,
T1->T2,IXI023-Guys-0699,56,fusion_w0.3,w1=0.3,-0.9125,0.9257,2.959,5.599,9.036,1.632,40,
T1->T2,IXI023-Guys-0699,56,fusion_w0.0,w1=0.0,-0.9142,0.915,2.695,5.031,7.121,1.632,40,
T1->T2,IXI023-Guys-0699,56,rcrf_n1,rcrf(单次推理),-0.8812,0.9013,2.416,5.076,8.217,0.827,20,20.78
T1->T2,IXI023-Guys-0699,56,rcrf_n4,rcrf(4次平均),-0.8915,0.9111,2.504,5.569,8.898,1.632,40,
T1->T2,IXI023-Guys-0699,56,unc_n4,unc(集成标准差),-0.9142,0.915,2.695,5.031,7.121,1.632,40,
T1->T2,IXI023-Guys-0699,56,random,uniform-random,0.003,0.4844,-0.037,-0.128,-0.141,0.0,0,
T1->T2,IXI023-Guys-0699,56,full_skip2,rcrf+unc(w.6/.4),-0.9002,0.9217,3.08,6.225,8.94,0.991,24,21.09
T1->T2,IXI023-Guys-0699,68,full_n4,rcrf+unc(w.6/.4),-0.9069,0.8986,1.744,4.251,8.16,1.615,40,19.68
T1->T2,IXI023-Guys-0699,68,fusion_w1.0,w1=1.0,-0.8935,0.8839,1.579,3.935,7.135,1.615,40,
T1->T2,IXI023-Guys-0699,68,fusion_w0.7,w1=0.7,-0.9038,0.8955,1.722,4.082,7.929,1.615,40,
T1->T2,IXI023-Guys-0699,68,fusion_w0.5,w1=0.5,-0.9098,0.9011,1.85,4.292,8.139,1.615,40,
T1->T2,IXI023-Guys-0699,68,fusion_w0.3,w1=0.3,-0.9152,0.9046,2.019,4.253,7.93,1.615,40,
T1->T2,IXI023-Guys-0699,68,fusion_w0.0,w1=0.0,-0.9172,0.9026,2.009,4.292,6.922,1.615,40,
T1->T2,IXI023-Guys-0699,68,rcrf_n1,rcrf(单次推理),-0.8782,0.8701,1.531,3.646,6.499,0.811,20,19.39
T1->T2,IXI023-Guys-0699,68,rcrf_n4,rcrf(4次平均),-0.8935,0.8839,1.579,3.935,7.135,1.615,40,
T1->T2,IXI023-Guys-0699,68,unc_n4,unc(集成标准差),-0.9172,0.9026,2.009,4.292,6.922,1.615,40,
T1->T2,IXI023-Guys-0699,68,random,uniform-random,0.0049,0.4963,0.027,0.028,0.017,0.0,0,
T1->T2,IXI023-Guys-0699,68,full_skip2,rcrf+unc(w.6/.4),-0.8988,0.8971,1.837,4.246,7.896,0.974,24,19.73
T1->T2,IXI023-Guys-0699,80,full_n4,rcrf+unc(w.6/.4),-0.9071,0.9283,3.113,7.18,11.516,1.632,40,21.74
T1->T2,IXI023-Guys-0699,80,fusion_w1.0,w1=1.0,-0.8936,0.9161,3.013,6.595,11.391,1.632,40,
T1->T2,IXI023-Guys-0699,80,fusion_w0.7,w1=0.7,-0.904,0.9261,3.177,7.15,11.75,1.632,40,
T1->T2,IXI023-Guys-0699,80,fusion_w0.5,w1=0.5,-0.9102,0.93,3.145,7.401,11.57,1.632,40,
T1->T2,IXI023-Guys-0699,80,fusion_w0.3,w1=0.3,-0.9164,0.9316,3.036,7.036,11.403,1.632,40,
T1->T2,IXI023-Guys-0699,80,fusion_w0.0,w1=0.0,-0.9241,0.9237,2.916,5.679,9.16,1.632,40,
T1->T2,IXI023-Guys-0699,80,rcrf_n1,rcrf(单次推理),-0.8827,0.9058,3.102,6.181,9.909,1.005,20,21.3
T1->T2,IXI023-Guys-0699,80,rcrf_n4,rcrf(4次平均),-0.8936,0.9161,3.013,6.595,11.391,1.632,40,
T1->T2,IXI023-Guys-0699,80,unc_n4,unc(集成标准差),-0.9241,0.9237,2.916,5.679,9.16,1.632,40,
T1->T2,IXI023-Guys-0699,80,random,uniform-random,0.0002,0.4947,-0.053,-0.044,-0.153,0.0,0,
T1->T2,IXI023-Guys-0699,80,full_skip2,rcrf+unc(w.6/.4),-0.9054,0.9261,3.288,7.502,12.286,2.119,24,21.77
T1->T2,IXI023-Guys-0699,92,full_n4,rcrf+unc(w.6/.4),-0.9178,0.9364,3.15,8.031,13.906,3.506,40,22.02
T1->T2,IXI023-Guys-0699,92,fusion_w1.0,w1=1.0,-0.9006,0.921,3.015,6.766,12.199,3.506,40,
T1->T2,IXI023-Guys-0699,92,fusion_w0.7,w1=0.7,-0.914,0.9337,3.059,7.74,13.722,3.506,40,
T1->T2,IXI023-Guys-0699,92,fusion_w0.5,w1=0.5,-0.9213,0.9385,3.241,7.997,14.302,3.506,40,
T1->T2,IXI023-Guys-0699,92,fusion_w0.3,w1=0.3,-0.9277,0.9407,3.192,6.917,14.377,3.506,40,
T1->T2,IXI023-Guys-0699,92,fusion_w0.0,w1=0.0,-0.9321,0.9373,3.008,6.315,13.231,3.506,40,
T1->T2,IXI023-Guys-0699,92,rcrf_n1,rcrf(单次推理),-0.8895,0.9155,2.879,6.636,10.445,1.518,20,21.68
T1->T2,IXI023-Guys-0699,92,rcrf_n4,rcrf(4次平均),-0.9006,0.921,3.015,6.766,12.199,3.506,40,
T1->T2,IXI023-Guys-0699,92,unc_n4,unc(集成标准差),-0.9321,0.9373,3.008,6.315,13.231,3.506,40,
T1->T2,IXI023-Guys-0699,92,random,uniform-random,0.0023,0.5041,0.031,0.02,0.019,0.0,0,
T1->T2,IXI023-Guys-0699,92,full_skip2,rcrf+unc(w.6/.4),-0.9132,0.9379,3.177,7.819,13.318,1.995,24,21.83
T1->T2,IXI023-Guys-0699,104,full_n4,rcrf+unc(w.6/.4),-0.9069,0.9391,3.607,7.068,14.042,3.232,40,22.39
T1->T2,IXI023-Guys-0699,104,fusion_w1.0,w1=1.0,-0.8845,0.9282,3.138,6.427,12.971,3.232,40,
T1->T2,IXI023-Guys-0699,104,fusion_w0.7,w1=0.7,-0.9022,0.9375,3.546,7.018,13.932,3.232,40,
T1->T2,IXI023-Guys-0699,104,fusion_w0.5,w1=0.5,-0.9113,0.9399,3.662,7.105,14.018,3.232,40,
T1->T2,IXI023-Guys-0699,104,fusion_w0.3,w1=0.3,-0.9194,0.9393,3.603,7.053,13.381,3.232,40,
T1->T2,IXI023-Guys-0699,104,fusion_w0.0,w1=0.0,-0.9247,0.9286,2.822,5.978,11.559,3.232,40,
T1->T2,IXI023-Guys-0699,104,rcrf_n1,rcrf(单次推理),-0.8758,0.9274,3.087,6.824,12.181,1.525,20,22.2
T1->T2,IXI023-Guys-0699,104,rcrf_n4,rcrf(4次平均),-0.8845,0.9282,3.138,6.427,12.971,3.232,40,
T1->T2,IXI023-Guys-0699,104,unc_n4,unc(集成标准差),-0.9247,0.9286,2.822,5.978,11.559,3.232,40,
T1->T2,IXI023-Guys-0699,104,random,uniform-random,-0.0082,0.51,0.052,0.081,0.159,0.0,0,
T1->T2,IXI023-Guys-0699,104,full_skip2,rcrf+unc(w.6/.4),-0.9043,0.9415,3.346,7.003,15.06,2.156,24,22.12
T1->T2,IXI024-Guys-0705,33,full_n4,rcrf+unc(w.6/.4),-0.8696,0.9005,3.089,5.582,9.691,3.283,40,21.4
T1->T2,IXI024-Guys-0705,33,fusion_w1.0,w1=1.0,-0.8422,0.8855,2.525,4.572,8.651,3.283,40,
T1->T2,IXI024-Guys-0705,33,fusion_w0.7,w1=0.7,-0.8627,0.8976,2.963,5.384,9.451,3.283,40,
T1->T2,IXI024-Guys-0705,33,fusion_w0.5,w1=0.5,-0.8767,0.9027,3.107,5.761,9.946,3.283,40,
T1->T2,IXI024-Guys-0705,33,fusion_w0.3,w1=0.3,-0.8921,0.9056,3.274,6.075,10.091,3.283,40,
T1->T2,IXI024-Guys-0705,33,fusion_w0.0,w1=0.0,-0.9097,0.9041,3.107,6.17,10.302,3.283,40,
T1->T2,IXI024-Guys-0705,33,rcrf_n1,rcrf(单次推理),-0.8294,0.8737,2.454,4.205,7.04,1.816,20,21.22
T1->T2,IXI024-Guys-0705,33,rcrf_n4,rcrf(4次平均),-0.8422,0.8855,2.525,4.572,8.651,3.283,40,
T1->T2,IXI024-Guys-0705,33,unc_n4,unc(集成标准差),-0.9097,0.904,3.107,6.17,10.302,3.283,40,
T1->T2,IXI024-Guys-0705,33,random,uniform-random,-0.0045,0.5056,-0.048,-0.145,-0.114,0.0,0,
T1->T2,IXI024-Guys-0705,33,full_skip2,rcrf+unc(w.6/.4),-0.8562,0.8965,3.174,5.667,8.672,2.155,24,21.06
T1->T2,IXI024-Guys-0705,45,full_n4,rcrf+unc(w.6/.4),-0.8999,0.8967,2.649,4.935,8.502,2.977,40,20.89
T1->T2,IXI024-Guys-0705,45,fusion_w1.0,w1=1.0,-0.8857,0.8854,2.325,4.239,7.188,2.977,40,
T1->T2,IXI024-Guys-0705,45,fusion_w0.7,w1=0.7,-0.8963,0.8944,2.571,4.736,8.248,2.977,40,
T1->T2,IXI024-Guys-0705,45,fusion_w0.5,w1=0.5,-0.9035,0.8987,2.664,4.999,8.613,2.977,40,
T1->T2,IXI024-Guys-0705,45,fusion_w0.3,w1=0.3,-0.9111,0.9014,2.658,5.202,9.314,2.977,40,
T1->T2,IXI024-Guys-0705,45,fusion_w0.0,w1=0.0,-0.9146,0.9006,2.624,5.46,9.733,2.977,40,
T1->T2,IXI024-Guys-0705,45,rcrf_n1,rcrf(单次推理),-0.8754,0.8835,2.373,4.138,7.275,1.667,20,20.44
T1->T2,IXI024-Guys-0705,45,rcrf_n4,rcrf(4次平均),-0.8857,0.8854,2.325,4.239,7.188,2.977,40,
T1->T2,IXI024-Guys-0705,45,unc_n4,unc(集成标准差),-0.9146,0.9006,2.624,5.46,9.733,2.977,40,
T1->T2,IXI024-Guys-0705,45,random,uniform-random,0.0045,0.5027,0.007,-0.091,-0.1,0.0,0,
T1->T2,IXI024-Guys-0705,45,full_skip2,rcrf+unc(w.6/.4),-0.8916,0.8927,2.731,4.64,8.279,1.95,24,20.64
T1->T2,IXI024-Guys-0705,57,full_n4,rcrf+unc(w.6/.4),-0.9023,0.9034,2.576,5.487,9.088,2.791,40,20.66
T1->T2,IXI024-Guys-0705,57,fusion_w1.0,w1=1.0,-0.8915,0.8923,2.353,4.834,8.152,2.791,40,
T1->T2,IXI024-Guys-0705,57,fusion_w0.7,w1=0.7,-0.8998,0.9013,2.519,5.338,8.913,2.791,40,
T1->T2,IXI024-Guys-0705,57,fusion_w0.5,w1=0.5,-0.9048,0.9051,2.599,5.527,9.483,2.791,40,
T1->T2,IXI024-Guys-0705,57,fusion_w0.3,w1=0.3,-0.91,0.9069,2.605,5.518,9.71,2.791,40,
T1->T2,IXI024-Guys-0705,57,fusion_w0.0,w1=0.0,-0.9148,0.9031,2.309,5.174,9.03,2.791,40,
T1->T2,IXI024-Guys-0705,57,rcrf_n1,rcrf(单次推理),-0.8806,0.8848,2.298,4.555,7.535,1.258,20,20.28
T1->T2,IXI024-Guys-0705,57,rcrf_n4,rcrf(4次平均),-0.8915,0.8923,2.353,4.834,8.152,2.791,40,
T1->T2,IXI024-Guys-0705,57,unc_n4,unc(集成标准差),-0.9148,0.9031,2.309,5.174,9.03,2.791,40,
T1->T2,IXI024-Guys-0705,57,random,uniform-random,0.0046,0.4857,0.04,0.017,0.027,0.0,0,
T1->T2,IXI024-Guys-0705,57,full_skip2,rcrf+unc(w.6/.4),-0.897,0.9017,2.807,5.769,9.536,1.668,24,20.32
T1->T2,IXI024-Guys-0705,69,full_n4,rcrf+unc(w.6/.4),-0.8854,0.8748,2.094,3.87,7.028,2.817,40,19.72
T1->T2,IXI024-Guys-0705,69,fusion_w1.0,w1=1.0,-0.8745,0.8642,1.751,3.606,6.771,2.817,40,
T1->T2,IXI024-Guys-0705,69,fusion_w0.7,w1=0.7,-0.8828,0.8726,2.011,3.852,7.162,2.817,40,
T1->T2,IXI024-Guys-0705,69,fusion_w0.5,w1=0.5,-0.888,0.8766,2.097,3.942,7.205,2.817,40,
T1->T2,IXI024-Guys-0705,69,fusion_w0.3,w1=0.3,-0.8932,0.8789,2.158,4.077,6.983,2.817,40,
T1->T2,IXI024-Guys-0705,69,fusion_w0.0,w1=0.0,-0.8972,0.8744,2.024,4.045,6.87,2.817,40,
T1->T2,IXI024-Guys-0705,69,rcrf_n1,rcrf(单次推理),-0.8645,0.8603,1.835,3.734,6.329,1.503,20,19.39
T1->T2,IXI024-Guys-0705,69,rcrf_n4,rcrf(4次平均),-0.8745,0.8642,1.751,3.606,6.771,2.817,40,
T1->T2,IXI024-Guys-0705,69,unc_n4,unc(集成标准差),-0.8972,0.8744,2.024,4.045,6.87,2.817,40,
T1->T2,IXI024-Guys-0705,69,random,uniform-random,-0.0028,0.5076,-0.029,-0.009,-0.042,0.0,0,
T1->T2,IXI024-Guys-0705,69,full_skip2,rcrf+unc(w.6/.4),-0.8785,0.8777,2.089,4.068,6.958,1.77,24,19.51
T1->T2,IXI024-Guys-0705,81,full_n4,rcrf+unc(w.6/.4),-0.8843,0.8666,1.927,3.727,6.448,2.755,40,19.33
T1->T2,IXI024-Guys-0705,81,fusion_w1.0,w1=1.0,-0.8714,0.854,1.695,3.323,5.849,2.755,40,
T1->T2,IXI024-Guys-0705,81,fusion_w0.7,w1=0.7,-0.8812,0.8638,1.848,3.673,6.354,2.755,40,
T1->T2,IXI024-Guys-0705,81,fusion_w0.5,w1=0.5,-0.8874,0.869,2.003,3.789,6.646,2.755,40,
T1->T2,IXI024-Guys-0705,81,fusion_w0.3,w1=0.3,-0.8933,0.8726,2.049,3.975,6.735,2.755,40,
T1->T2,IXI024-Guys-0705,81,fusion_w0.0,w1=0.0,-0.8992,0.8713,1.846,3.815,6.204,2.755,40,
T1->T2,IXI024-Guys-0705,81,rcrf_n1,rcrf(单次推理),-0.8622,0.8499,1.699,3.419,5.383,1.486,20,19.17
T1->T2,IXI024-Guys-0705,81,rcrf_n4,rcrf(4次平均),-0.8714,0.854,1.695,3.323,5.849,2.755,40,
T1->T2,IXI024-Guys-0705,81,unc_n4,unc(集成标准差),-0.8992,0.8714,1.846,3.815,6.204,2.755,40,
T1->T2,IXI024-Guys-0705,81,random,uniform-random,0.0151,0.4884,-0.037,-0.048,0.014,0.0,0,
T1->T2,IXI024-Guys-0705,81,full_skip2,rcrf+unc(w.6/.4),-0.8802,0.8723,2.142,4.113,6.852,1.998,24,19.11
T1->T2,IXI024-Guys-0705,93,full_n4,rcrf+unc(w.6/.4),-0.9042,0.8924,2.445,4.945,8.024,3.284,40,20.06
T1->T2,IXI024-Guys-0705,93,fusion_w1.0,w1=1.0,-0.8922,0.8796,2.201,4.225,7.156,3.284,40,
T1->T2,IXI024-Guys-0705,93,fusion_w0.7,w1=0.7,-0.9014,0.8899,2.406,4.847,7.869,3.284,40,
T1->T2,IXI024-Guys-0705,93,fusion_w0.5,w1=0.5,-0.9069,0.8946,2.563,5.041,8.285,3.284,40,
T1->T2,IXI024-Guys-0705,93,fusion_w0.3,w1=0.3,-0.9121,0.8978,2.604,5.335,8.549,3.284,40,
T1->T2,IXI024-Guys-0705,93,fusion_w0.0,w1=0.0,-0.9163,0.8983,2.346,5.231,8.769,3.284,40,
T1->T2,IXI024-Guys-0705,93,rcrf_n1,rcrf(单次推理),-0.8808,0.8803,2.355,4.55,7.126,1.668,20,19.68
T1->T2,IXI024-Guys-0705,93,rcrf_n4,rcrf(4次平均),-0.8922,0.8796,2.201,4.225,7.156,3.284,40,
T1->T2,IXI024-Guys-0705,93,unc_n4,unc(集成标准差),-0.9163,0.8983,2.346,5.231,8.769,3.284,40,
T1->T2,IXI024-Guys-0705,93,random,uniform-random,-0.0054,0.4953,-0.008,0.043,0.075,0.0,0,
T1->T2,IXI024-Guys-0705,93,full_skip2,rcrf+unc(w.6/.4),-0.8989,0.8955,2.674,5.182,8.182,2.129,24,19.86
T1->T2,IXI024-Guys-0705,105,full_n4,rcrf+unc(w.6/.4),-0.8995,0.898,2.742,5.097,9.222,3.632,40,20.23
T1->T2,IXI024-Guys-0705,105,fusion_w1.0,w1=1.0,-0.8856,0.8881,2.472,4.671,8.503,3.632,40,
T1->T2,IXI024-Guys-0705,105,fusion_w0.7,w1=0.7,-0.8961,0.8959,2.725,5.055,8.921,3.632,40,
T1->T2,IXI024-Guys-0705,105,fusion_w0.5,w1=0.5,-0.9028,0.8998,2.675,5.179,9.711,3.632,40,
T1->T2,IXI024-Guys-0705,105,fusion_w0.3,w1=0.3,-0.9096,0.9026,2.69,5.347,9.78,3.632,40,
T1->T2,IXI024-Guys-0705,105,fusion_w0.0,w1=0.0,-0.9185,0.9025,2.387,5.279,9.558,3.632,40,
T1->T2,IXI024-Guys-0705,105,rcrf_n1,rcrf(单次推理),-0.8749,0.8868,2.572,4.688,8.106,1.657,20,20.07
T1->T2,IXI024-Guys-0705,105,rcrf_n4,rcrf(4次平均),-0.8856,0.8881,2.472,4.671,8.503,3.632,40,
T1->T2,IXI024-Guys-0705,105,unc_n4,unc(集成标准差),-0.9185,0.9025,2.387,5.279,9.558,3.632,40,
T1->T2,IXI024-Guys-0705,105,random,uniform-random,0.0069,0.4902,-0.01,-0.029,-0.131,0.0,0,
T1->T2,IXI024-Guys-0705,105,full_skip2,rcrf+unc(w.6/.4),-0.8942,0.9012,2.877,5.319,9.373,2.109,24,20.04
T1->T2,IXI024-Guys-0705,117,full_n4,rcrf+unc(w.6/.4),-0.8861,0.914,3.063,6.801,14.469,3.138,40,22.14
T1->T2,IXI024-Guys-0705,117,fusion_w1.0,w1=1.0,-0.8654,0.9025,2.583,6.306,12.638,3.138,40,
T1->T2,IXI024-Guys-0705,117,fusion_w0.7,w1=0.7,-0.8808,0.9114,2.919,6.802,14.059,3.138,40,
T1->T2,IXI024-Guys-0705,117,fusion_w0.5,w1=0.5,-0.8915,0.9166,3.256,6.785,14.432,3.138,40,
T1->T2,IXI024-Guys-0705,117,fusion_w0.3,w1=0.3,-0.9028,0.921,3.341,6.867,14.5,3.138,40,
T1->T2,IXI024-Guys-0705,117,fusion_w0.0,w1=0.0,-0.9116,0.9249,3.507,7.287,15.026,3.138,40,
T1->T2,IXI024-Guys-0705,117,rcrf_n1,rcrf(单次推理),-0.8523,0.8999,2.76,6.243,11.142,1.672,20,21.72
T1->T2,IXI024-Guys-0705,117,rcrf_n4,rcrf(4次平均),-0.8654,0.9025,2.583,6.306,12.638,3.138,40,
T1->T2,IXI024-Guys-0705,117,unc_n4,unc(集成标准差),-0.9116,0.9249,3.507,7.287,15.026,3.138,40,
T1->T2,IXI024-Guys-0705,117,random,uniform-random,-0.0035,0.5143,-0.005,0.047,0.141,0.0,0,
T1->T2,IXI024-Guys-0705,117,full_skip2,rcrf+unc(w.6/.4),-0.8753,0.9121,3.086,6.871,14.281,1.99,24,22.05
T1->T2,IXI025-Guys-0852,36,full_n4,rcrf+unc(w.6/.4),-0.8836,0.9149,3.053,5.864,8.85,3.304,40,23.39
T1->T2,IXI025-Guys-0852,36,fusion_w1.0,w1=1.0,-0.8645,0.9044,2.999,5.372,8.492,3.304,40,
T1->T2,IXI025-Guys-0852,36,fusion_w0.7,w1=0.7,-0.8794,0.9136,3.159,5.826,8.763,3.304,40,
T1->T2,IXI025-Guys-0852,36,fusion_w0.5,w1=0.5,-0.8875,0.9154,3.018,5.888,8.965,3.304,40,
T1->T2,IXI025-Guys-0852,36,fusion_w0.3,w1=0.3,-0.8948,0.9136,2.844,5.918,9.02,3.304,40,
