task,subject,z,config,predictor,spearman,auroc,dpsnr10,dpsnr20,dpsnr30,elapsed_s,fwd_count,psnr
T2->T1,IXI024-Guys-0705,93,fusion_w0.7,w1=0.7,-0.8477,0.8803,2.378,4.065,6.225,3.668,40,
T2->T1,IXI024-Guys-0705,93,fusion_w0.5,w1=0.5,-0.8521,0.8821,2.458,4.265,6.398,3.668,40,
T2->T1,IXI024-Guys-0705,93,fusion_w0.3,w1=0.3,-0.8527,0.8785,2.169,4.224,6.341,3.668,40,
T2->T1,IXI024-Guys-0705,93,fusion_w0.0,w1=0.0,-0.8432,0.8588,1.66,3.251,5.005,3.668,40,
T2->T1,IXI024-Guys-0705,93,rcrf_n1,rcrf(单次推理),-0.8237,0.859,2.079,3.344,4.983,1.848,20,20.96
T2->T1,IXI024-Guys-0705,93,rcrf_n4,rcrf(4次平均),-0.8315,0.8651,2.099,3.492,5.323,3.668,40,
T2->T1,IXI024-Guys-0705,93,unc_n4,unc(集成标准差),-0.8432,0.8588,1.66,3.251,5.005,3.668,40,
T2->T1,IXI024-Guys-0705,93,random,uniform-random,0.0038,0.49,-0.069,-0.169,-0.243,0.0,0,
T2->T1,IXI024-Guys-0705,93,full_skip2,rcrf+unc(w.6/.4),-0.8493,0.882,2.616,4.236,6.618,2.301,24,20.98
T2->T1,IXI024-Guys-0705,105,full_n4,rcrf+unc(w.6/.4),-0.8642,0.8859,2.543,4.655,7.115,3.904,40,21.61
T2->T1,IXI024-Guys-0705,105,fusion_w1.0,w1=1.0,-0.8446,0.8663,2.169,3.684,6.027,3.904,40,
T2->T1,IXI024-Guys-0705,105,fusion_w0.7,w1=0.7,-0.8609,0.8831,2.486,4.508,6.986,3.904,40,
T2->T1,IXI024-Guys-0705,105,fusion_w0.5,w1=0.5,-0.8668,0.8879,2.596,4.722,7.115,3.904,40,
T2->T1,IXI024-Guys-0705,105,fusion_w0.3,w1=0.3,-0.8699,0.8886,2.555,4.827,7.024,3.904,40,
T2->T1,IXI024-Guys-0705,105,fusion_w0.0,w1=0.0,-0.8649,0.8792,2.381,4.281,6.205,3.904,40,
T2->T1,IXI024-Guys-0705,105,rcrf_n1,rcrf(单次推理),-0.8399,0.8632,2.057,3.673,5.408,1.846,20,21.28
T2->T1,IXI024-Guys-0705,105,rcrf_n4,rcrf(4次平均),-0.8446,0.8663,2.169,3.684,6.027,3.904,40,
T2->T1,IXI024-Guys-0705,105,unc_n4,unc(集成标准差),-0.8649,0.8792,2.381,4.281,6.205,3.904,40,
T2->T1,IXI024-Guys-0705,105,random,uniform-random,0.0079,0.5052,0.085,0.114,0.124,0.0,0,
T2->T1,IXI024-Guys-0705,105,full_skip2,rcrf+unc(w.6/.4),-0.8576,0.8866,2.666,4.691,7.008,2.277,24,21.47
T2->T1,IXI024-Guys-0705,117,full_n4,rcrf+unc(w.6/.4),-0.8682,0.9139,3.844,6.525,9.363,3.811,40,20.99
T2->T1,IXI024-Guys-0705,117,fusion_w1.0,w1=1.0,-0.8529,0.8986,3.354,5.415,8.304,3.811,40,
T2->T1,IXI024-Guys-0705,117,fusion_w0.7,w1=0.7,-0.8651,0.9114,3.766,6.338,9.216,3.811,40,
T2->T1,IXI024-Guys-0705,117,fusion_w0.5,w1=0.5,-0.8709,0.9156,3.896,6.643,9.506,3.811,40,
T2->T1,IXI024-Guys-0705,117,fusion_w0.3,w1=0.3,-0.8749,0.9165,3.894,6.661,9.806,3.811,40,
T2->T1,IXI024-Guys-0705,117,fusion_w0.0,w1=0.0,-0.8718,0.906,2.963,5.776,8.576,3.811,40,
T2->T1,IXI024-Guys-0705,117,rcrf_n1,rcrf(单次推理),-0.8489,0.8954,3.062,5.031,7.369,1.804,20,20.68
T2->T1,IXI024-Guys-0705,117,rcrf_n4,rcrf(4次平均),-0.8529,0.8986,3.354,5.415,8.304,3.811,40,
T2->T1,IXI024-Guys-0705,117,unc_n4,unc(集成标准差),-0.8718,0.906,2.963,5.776,8.576,3.811,40,
T2->T1,IXI024-Guys-0705,117,random,uniform-random,-0.0212,0.5022,0.019,0.026,0.131,0.0,0,
T2->T1,IXI024-Guys-0705,117,full_skip2,rcrf+unc(w.6/.4),-0.8651,0.9125,3.679,6.166,9.407,2.266,24,20.72
T2->T1,IXI025-Guys-0852,36,full_n4,rcrf+unc(w.6/.4),-0.8538,0.8662,1.778,2.957,4.907,3.81,40,20.58
T2->T1,IXI025-Guys-0852,36,fusion_w1.0,w1=1.0,-0.8329,0.8507,1.525,2.554,4.249,3.81,40,
T2->T1,IXI025-Guys-0852,36,fusion_w0.7,w1=0.7,-0.8494,0.8632,1.738,2.861,4.582,3.81,40,
T2->T1,IXI025-Guys-0852,36,fusion_w0.5,w1=0.5,-0.8578,0.8686,1.787,3.076,4.816,3.81,40,
T2->T1,IXI025-Guys-0852,36,fusion_w0.3,w1=0.3,-0.8643,0.8717,1.795,3.277,5.025,3.81,40,
T2->T1,IXI025-Guys-0852,36,fusion_w0.0,w1=0.0,-0.8621,0.8699,1.794,3.559,4.996,3.81,40,
T2->T1,IXI025-Guys-0852,36,rcrf_n1,rcrf(单次推理),-0.8235,0.844,1.398,2.313,3.739,1.875,20,20.22
T2->T1,IXI025-Guys-0852,36,rcrf_n4,rcrf(4次平均),-0.8329,0.8507,1.525,2.554,4.249,3.81,40,
T2->T1,IXI025-Guys-0852,36,unc_n4,unc(集成标准差),-0.8621,0.8699,1.794,3.559,4.996,3.81,40,
T2->T1,IXI025-Guys-0852,36,random,uniform-random,0.001,0.4992,-0.003,-0.021,-0.067,0.0,0,
T2->T1,IXI025-Guys-0852,36,full_skip2,rcrf+unc(w.6/.4),-0.845,0.8629,1.817,2.973,4.815,2.276,24,20.42
T2->T1,IXI025-Guys-0852,48,full_n4,rcrf+unc(w.6/.4),-0.8474,0.8923,2.558,4.761,7.096,3.6,40,20.94
T2->T1,IXI025-Guys-0852,48,fusion_w1.0,w1=1.0,-0.8338,0.8771,2.308,4.054,6.163,3.6,40,
T2->T1,IXI025-Guys-0852,48,fusion_w0.7,w1=0.7,-0.8448,0.8897,2.513,4.615,7.094,3.6,40,
T2->T1,IXI025-Guys-0852,48,fusion_w0.5,w1=0.5,-0.8496,0.8942,2.553,4.806,7.213,3.6,40,
T2->T1,IXI025-Guys-0852,48,fusion_w0.3,w1=0.3,-0.8522,0.895,2.521,4.909,7.136,3.6,40,
T2->T1,IXI025-Guys-0852,48,fusion_w0.0,w1=0.0,-0.8464,0.883,2.208,4.324,6.622,3.6,40,
T2->T1,IXI025-Guys-0852,48,rcrf_n1,rcrf(单次推理),-0.8256,0.8666,2.276,3.947,5.65,1.927,20,20.61
T2->T1,IXI025-Guys-0852,48,rcrf_n4,rcrf(4次平均),-0.8338,0.8771,2.308,4.054,6.163,3.6,40,
T2->T1,IXI025-Guys-0852,48,unc_n4,unc(集成标准差),-0.8464,0.883,2.208,4.324,6.622,3.6,40,
T2->T1,IXI025-Guys-0852,48,random,uniform-random,0.0007,0.5017,-0.02,-0.033,-0.004,0.0,0,
T2->T1,IXI025-Guys-0852,48,full_skip2,rcrf+unc(w.6/.4),-0.834,0.8837,2.758,4.637,6.453,2.335,24,20.77
T2->T1,IXI025-Guys-0852,60,full_n4,rcrf+unc(w.6/.4),-0.7904,0.861,2.022,3.683,5.501,3.878,40,21.7
T2->T1,IXI025-Guys-0852,60,fusion_w1.0,w1=1.0,-0.7746,0.8431,1.783,3.159,4.949,3.878,40,
T2->T1,IXI025-Guys-0852,60,fusion_w0.7,w1=0.7,-0.7875,0.8582,1.991,3.597,5.417,3.878,40,
T2->T1,IXI025-Guys-0852,60,fusion_w0.5,w1=0.5,-0.7928,0.8627,2.041,3.747,5.718,3.878,40,
T2->T1,IXI025-Guys-0852,60,fusion_w0.3,w1=0.3,-0.796,0.8632,1.931,3.702,5.816,3.878,40,
T2->T1,IXI025-Guys-0852,60,fusion_w0.0,w1=0.0,-0.7934,0.8523,1.819,3.312,5.21,3.878,40,
T2->T1,IXI025-Guys-0852,60,rcrf_n1,rcrf(单次推理),-0.7663,0.8286,1.708,3.036,4.452,2.032,20,21.48
T2->T1,IXI025-Guys-0852,60,rcrf_n4,rcrf(4次平均),-0.7746,0.8431,1.783,3.159,4.949,3.878,40,
T2->T1,IXI025-Guys-0852,60,unc_n4,unc(集成标准差),-0.7934,0.8523,1.819,3.312,5.21,3.878,40,
T2->T1,IXI025-Guys-0852,60,random,uniform-random,-0.0042,0.5115,0.012,0.03,0.031,0.0,0,
T2->T1,IXI025-Guys-0852,60,full_skip2,rcrf+unc(w.6/.4),-0.7695,0.8465,1.853,3.415,4.873,2.39,24,21.77
T2->T1,IXI025-Guys-0852,72,full_n4,rcrf+unc(w.6/.4),-0.7603,0.8154,1.532,2.45,3.583,3.815,40,21.65
T2->T1,IXI025-Guys-0852,72,fusion_w1.0,w1=1.0,-0.7325,0.7974,1.487,2.379,3.053,3.815,40,
T2->T1,IXI025-Guys-0852,72,fusion_w0.7,w1=0.7,-0.756,0.8137,1.559,2.451,3.503,3.815,40,
T2->T1,IXI025-Guys-0852,72,fusion_w0.5,w1=0.5,-0.7629,0.8152,1.508,2.429,3.526,3.815,40,
T2->T1,IXI025-Guys-0852,72,fusion_w0.3,w1=0.3,-0.7636,0.8097,1.344,2.379,3.408,3.815,40,
T2->T1,IXI025-Guys-0852,72,fusion_w0.0,w1=0.0,-0.7502,0.7861,1.078,1.981,2.942,3.815,40,
T2->T1,IXI025-Guys-0852,72,rcrf_n1,rcrf(单次推理),-0.7184,0.7885,1.491,2.306,2.896,1.929,20,21.48
T2->T1,IXI025-Guys-0852,72,rcrf_n4,rcrf(4次平均),-0.7325,0.7974,1.487,2.379,3.053,3.815,40,
T2->T1,IXI025-Guys-0852,72,unc_n4,unc(集成标准差),-0.7502,0.7861,1.078,1.981,2.942,3.815,40,
T2->T1,IXI025-Guys-0852,72,random,uniform-random,-0.005,0.5036,-0.024,-0.006,-0.028,0.0,0,
T2->T1,IXI025-Guys-0852,72,full_skip2,rcrf+unc(w.6/.4),-0.7469,0.8098,1.663,2.602,3.534,2.38,24,21.63
