task,subject,z,config,predictor,spearman,auroc,dpsnr10,dpsnr20,dpsnr30,elapsed_s,fwd_count,psnr
T2->T1,IXI017-Guys-0698,27,full_n4,rcrf+unc(w.6/.4),-0.8183,0.894,3.712,5.446,6.728,5.152,40,18.93
T2->T1,IXI017-Guys-0698,27,fusion_w1.0,w1=1.0,-0.7982,0.8866,3.388,5.208,6.583,5.152,40,
T2->T1,IXI017-Guys-0698,27,fusion_w0.7,w1=0.7,-0.814,0.8933,3.709,5.389,6.713,5.152,40,
T2->T1,IXI017-Guys-0698,27,fusion_w0.5,w1=0.5,-0.8218,0.8937,3.666,5.442,6.734,5.152,40,
T2->T1,IXI017-Guys-0698,27,fusion_w0.3,w1=0.3,-0.8259,0.8901,3.437,5.434,6.711,5.152,40,
T2->T1,IXI017-Guys-0698,27,fusion_w0.0,w1=0.0,-0.8091,0.8604,2.185,4.311,5.858,5.152,40,
T2->T1,IXI017-Guys-0698,27,rcrf_n1,rcrf(单次推理),-0.7887,0.8804,3.245,4.948,6.473,2.729,20,18.86
T2->T1,IXI017-Guys-0698,27,rcrf_n4,rcrf(4次平均),-0.7982,0.8866,3.388,5.208,6.583,5.152,40,
T2->T1,IXI017-Guys-0698,27,unc_n4,unc(集成标准差),-0.8091,0.8604,2.185,4.311,5.858,5.152,40,
T2->T1,IXI017-Guys-0698,27,random,uniform-random,0.0098,0.4999,-0.01,-0.012,-0.006,0.0,0,
T2->T1,IXI017-Guys-0698,27,full_skip2,rcrf+unc(w.6/.4),-0.807,0.8943,3.709,5.543,6.884,2.136,24,18.71
T2->T1,IXI017-Guys-0698,39,full_n4,rcrf+unc(w.6/.4),-0.8015,0.821,1.543,2.624,3.266,3.83,40,19.51
T2->T1,IXI017-Guys-0698,39,fusion_w1.0,w1=1.0,-0.7884,0.8144,1.605,2.436,3.135,3.83,40,
T2->T1,IXI017-Guys-0698,39,fusion_w0.7,w1=0.7,-0.7986,0.8203,1.56,2.542,3.227,3.83,40,
T2->T1,IXI017-Guys-0698,39,fusion_w0.5,w1=0.5,-0.8042,0.8211,1.5,2.674,3.335,3.83,40,
T2->T1,IXI017-Guys-0698,39,fusion_w0.3,w1=0.3,-0.809,0.8194,1.423,2.647,3.337,3.83,40,
T2->T1,IXI017-Guys-0698,39,fusion_w0.0,w1=0.0,-0.8061,0.8035,1.182,2.206,2.953,3.83,40,
T2->T1,IXI017-Guys-0698,39,rcrf_n1,rcrf(单次推理),-0.7774,0.8031,1.632,2.348,2.871,1.909,20,19.28
T2->T1,IXI017-Guys-0698,39,rcrf_n4,rcrf(4次平均),-0.7884,0.8144,1.605,2.436,3.135,3.83,40,
T2->T1,IXI017-Guys-0698,39,unc_n4,unc(集成标准差),-0.8061,0.8035,1.182,2.206,2.953,3.83,40,
T2->T1,IXI017-Guys-0698,39,random,uniform-random,-0.014,0.4999,-0.037,0.011,0.047,0.0,0,
T2->T1,IXI017-Guys-0698,39,full_skip2,rcrf+unc(w.6/.4),-0.7987,0.8219,1.668,2.957,3.417,2.423,24,19.3
T2->T1,IXI017-Guys-0698,51,full_n4,rcrf+unc(w.6/.4),-0.7811,0.8098,1.471,2.445,2.995,3.844,40,20.56
T2->T1,IXI017-Guys-0698,51,fusion_w1.0,w1=1.0,-0.7657,0.7898,1.337,1.982,2.565,3.844,40,
T2->T1,IXI017-Guys-0698,51,fusion_w0.7,w1=0.7,-0.778,0.806,1.444,2.37,2.923,3.844,40,
T2->T1,IXI017-Guys-0698,51,fusion_w0.5,w1=0.5,-0.7839,0.8126,1.495,2.52,3.032,3.844,40,
T2->T1,IXI017-Guys-0698,51,fusion_w0.3,w1=0.3,-0.7884,0.8159,1.437,2.531,3.175,3.844,40,
T2->T1,IXI017-Guys-0698,51,fusion_w0.0,w1=0.0,-0.7881,0.8102,1.322,2.329,2.946,3.844,40,
T2->T1,IXI017-Guys-0698,51,rcrf_n1,rcrf(单次推理),-0.7571,0.7757,1.388,1.862,2.369,1.905,20,20.39
T2->T1,IXI017-Guys-0698,51,rcrf_n4,rcrf(4次平均),-0.7657,0.7898,1.337,1.982,2.565,3.844,40,
T2->T1,IXI017-Guys-0698,51,unc_n4,unc(集成标准差),-0.7881,0.8102,1.322,2.329,2.946,3.844,40,
T2->T1,IXI017-Guys-0698,51,random,uniform-random,-0.0057,0.5014,0.036,0.021,0.003,0.0,0,
T2->T1,IXI017-Guys-0698,51,full_skip2,rcrf+unc(w.6/.4),-0.7729,0.803,1.652,2.475,3.048,2.277,24,20.47
T2->T1,IXI017-Guys-0698,63,full_n4,rcrf+unc(w.6/.4),-0.7602,0.7979,1.187,2.071,2.67,3.747,40,19.94
T2->T1,IXI017-Guys-0698,63,fusion_w1.0,w1=1.0,-0.7354,0.7739,1.133,1.782,2.289,3.747,40,
T2->T1,IXI017-Guys-0698,63,fusion_w0.7,w1=0.7,-0.7557,0.7941,1.204,2.037,2.591,3.747,40,
T2->T1,IXI017-Guys-0698,63,fusion_w0.5,w1=0.5,-0.7638,0.8005,1.167,2.076,2.753,3.747,40,
T2->T1,IXI017-Guys-0698,63,fusion_w0.3,w1=0.3,-0.7684,0.8019,1.123,2.119,2.76,3.747,40,
T2->T1,IXI017-Guys-0698,63,fusion_w0.0,w1=0.0,-0.7622,0.7921,0.959,1.832,2.582,3.747,40,
T2->T1,IXI017-Guys-0698,63,rcrf_n1,rcrf(单次推理),-0.7284,0.7627,1.209,1.74,2.249,1.982,20,19.85
T2->T1,IXI017-Guys-0698,63,rcrf_n4,rcrf(4次平均),-0.7354,0.7739,1.133,1.782,2.289,3.747,40,
T2->T1,IXI017-Guys-0698,63,unc_n4,unc(集成标准差),-0.7622,0.7921,0.959,1.832,2.582,3.747,40,
T2->T1,IXI017-Guys-0698,63,random,uniform-random,-0.0183,0.4978,-0.037,0.051,0.103,0.0,0,
T2->T1,IXI017-Guys-0698,63,full_skip2,rcrf+unc(w.6/.4),-0.7527,0.7946,1.353,2.062,2.691,2.528,24,19.88
T2->T1,IXI017-Guys-0698,75,full_n4,rcrf+unc(w.6/.4),-0.7192,0.7109,0.457,0.932,1.362,4.028,40,19.58
T2->T1,IXI017-Guys-0698,75,fusion_w1.0,w1=1.0,-0.7022,0.6971,0.458,0.848,1.099,4.028,40,
T2->T1,IXI017-Guys-0698,75,fusion_w0.7,w1=0.7,-0.7164,0.7088,0.443,0.963,1.316,4.028,40,
T2->T1,IXI017-Guys-0698,75,fusion_w0.5,w1=0.5,-0.721,0.7121,0.463,0.911,1.379,4.028,40,
T2->T1,IXI017-Guys-0698,75,fusion_w0.3,w1=0.3,-0.7215,0.7116,0.474,0.894,1.256,4.028,40,
T2->T1,IXI017-Guys-0698,75,fusion_w0.0,w1=0.0,-0.7096,0.6999,0.414,0.798,1.063,4.028,40,
T2->T1,IXI017-Guys-0698,75,rcrf_n1,rcrf(单次推理),-0.6976,0.6898,0.481,0.968,1.11,1.962,20,19.38
T2->T1,IXI017-Guys-0698,75,rcrf_n4,rcrf(4次平均),-0.7022,0.6971,0.458,0.848,1.099,4.028,40,
T2->T1,IXI017-Guys-0698,75,unc_n4,unc(集成标准差),-0.7096,0.6999,0.414,0.798,1.063,4.028,40,
T2->T1,IXI017-Guys-0698,75,random,uniform-random,-0.0036,0.4971,-0.034,-0.075,-0.142,0.0,0,
T2->T1,IXI017-Guys-0698,75,full_skip2,rcrf+unc(w.6/.4),-0.7257,0.7238,0.526,1.167,1.56,2.526,24,19.46
T2->T1,IXI017-Guys-0698,87,full_n4,rcrf+unc(w.6/.4),-0.7674,0.7877,0.956,1.803,2.357,3.958,40,21.09
T2->T1,IXI017-Guys-0698,87,fusion_w1.0,w1=1.0,-0.7426,0.759,0.882,1.526,1.798,3.958,40,
T2->T1,IXI017-Guys-0698,87,fusion_w0.7,w1=0.7,-0.763,0.7829,0.954,1.806,2.237,3.958,40,
T2->T1,IXI017-Guys-0698,87,fusion_w0.5,w1=0.5,-0.771,0.7914,0.95,1.82,2.411,3.958,40,
T2->T1,IXI017-Guys-0698,87,fusion_w0.3,w1=0.3,-0.7754,0.7959,0.92,1.81,2.468,3.958,40,
T2->T1,IXI017-Guys-0698,87,fusion_w0.0,w1=0.0,-0.7708,0.7932,0.815,1.68,2.261,3.958,40,
T2->T1,IXI017-Guys-0698,87,rcrf_n1,rcrf(单次推理),-0.7345,0.7545,0.932,1.499,1.773,1.862,20,20.96
T2->T1,IXI017-Guys-0698,87,rcrf_n4,rcrf(4次平均),-0.7426,0.759,0.882,1.526,1.798,3.958,40,
T2->T1,IXI017-Guys-0698,87,unc_n4,unc(集成标准差),-0.7708,0.7932,0.815,1.68,2.261,3.958,40,
T2->T1,IXI017-Guys-0698,87,random,uniform-random,-0.0009,0.4939,-0.038,-0.053,-0.037,0.0,0,
T2->T1,IXI017-Guys-0698,87,full_skip2,rcrf+unc(w.6/.4),-0.7674,0.7916,1.131,1.98,2.534,2.461,24,20.96
T2->T1,IXI017-Guys-0698,99,full_n4,rcrf+unc(w.6/.4),-0.7889,0.8332,1.728,2.698,3.169,3.845,40,21.74
T2->T1,IXI017-Guys-0698,99,fusion_w1.0,w1=1.0,-0.7682,0.8065,1.283,2.199,2.671,3.845,40,
T2->T1,IXI017-Guys-0698,99,fusion_w0.7,w1=0.7,-0.7843,0.8279,1.645,2.573,3.149,3.845,40,
T2->T1,IXI017-Guys-0698,99,fusion_w0.5,w1=0.5,-0.7932,0.8375,1.787,2.803,3.242,3.845,40,
T2->T1,IXI017-Guys-0698,99,fusion_w0.3,w1=0.3,-0.8009,0.8431,1.832,2.909,3.381,3.845,40,
T2->T1,IXI017-Guys-0698,99,fusion_w0.0,w1=0.0,-0.8059,0.8413,1.717,2.851,3.325,3.845,40,
T2->T1,IXI017-Guys-0698,99,rcrf_n1,rcrf(单次推理),-0.7587,0.7891,1.314,1.935,2.526,1.908,20,21.54
T2->T1,IXI017-Guys-0698,99,rcrf_n4,rcrf(4次平均),-0.7682,0.8065,1.283,2.199,2.671,3.845,40,
T2->T1,IXI017-Guys-0698,99,unc_n4,unc(集成标准差),-0.8059,0.8413,1.717,2.851,3.325,3.845,40,
T2->T1,IXI017-Guys-0698,99,random,uniform-random,-0.0004,0.4902,-0.014,-0.074,-0.073,0.0,0,
T2->T1,IXI017-Guys-0698,99,full_skip2,rcrf+unc(w.6/.4),-0.7861,0.832,1.861,2.714,3.241,2.326,24,21.73
T2->T1,IXI017-Guys-0698,111,full_n4,rcrf+unc(w.6/.4),-0.811,0.8477,1.358,2.317,2.903,4.019,40,20.65
T2->T1,IXI017-Guys-0698,111,fusion_w1.0,w1=1.0,-0.795,0.8296,1.053,1.832,2.538,4.019,40,
T2->T1,IXI017-Guys-0698,111,fusion_w0.7,w1=0.7,-0.8074,0.844,1.285,2.19,2.832,4.019,40,
T2->T1,IXI017-Guys-0698,111,fusion_w0.5,w1=0.5,-0.8144,0.8508,1.429,2.416,2.969,4.019,40,
T2->T1,IXI017-Guys-0698,111,fusion_w0.3,w1=0.3,-0.8204,0.8554,1.56,2.537,3.036,4.019,40,
T2->T1,IXI017-Guys-0698,111,fusion_w0.0,w1=0.0,-0.8208,0.858,1.655,2.613,3.134,4.019,40,
T2->T1,IXI017-Guys-0698,111,rcrf_n1,rcrf(单次推理),-0.7863,0.8173,1.047,1.73,2.261,1.954,20,20.51
T2->T1,IXI017-Guys-0698,111,rcrf_n4,rcrf(4次平均),-0.795,0.8296,1.053,1.832,2.538,4.019,40,
T2->T1,IXI017-Guys-0698,111,unc_n4,unc(集成标准差),-0.8208,0.858,1.655,2.613,3.134,4.019,40,
T2->T1,IXI017-Guys-0698,111,random,uniform-random,0.0062,0.5035,0.114,0.113,0.155,0.0,0,
T2->T1,IXI017-Guys-0698,111,full_skip2,rcrf+unc(w.6/.4),-0.8036,0.8418,1.321,2.068,2.696,2.301,24,20.79
T2->T1,IXI019-Guys-0702,25,full_n4,rcrf+unc(w.6/.4),-0.8457,0.8551,1.714,3.434,6.189,4.015,40,22.91
T2->T1,IXI019-Guys-0702,25,fusion_w1.0,w1=1.0,-0.8302,0.8358,1.079,2.838,5.702,4.015,40,
T2->T1,IXI019-Guys-0702,25,fusion_w0.7,w1=0.7,-0.8422,0.8508,1.588,3.232,5.964,4.015,40,
T2->T1,IXI019-Guys-0702,25,fusion_w0.5,w1=0.5,-0.849,0.8593,1.819,3.618,6.149,4.015,40,
T2->T1,IXI019-Guys-0702,25,fusion_w0.3,w1=0.3,-0.8542,0.8665,1.963,3.747,6.241,4.015,40,
T2->T1,IXI019-Guys-0702,25,fusion_w0.0,w1=0.0,-0.8465,0.8742,2.051,3.947,6.575,4.015,40,
T2->T1,IXI019-Guys-0702,25,rcrf_n1,rcrf(单次推理),-0.8198,0.8352,1.231,2.762,5.21,1.965,20,22.73
T2->T1,IXI019-Guys-0702,25,rcrf_n4,rcrf(4次平均),-0.8302,0.8358,1.079,2.838,5.702,4.015,40,
T2->T1,IXI019-Guys-0702,25,unc_n4,unc(集成标准差),-0.8465,0.8742,2.051,3.947,6.575,4.015,40,
T2->T1,IXI019-Guys-0702,25,random,uniform-random,0.0096,0.4871,-0.021,0.031,-0.021,0.0,0,
T2->T1,IXI019-Guys-0702,25,full_skip2,rcrf+unc(w.6/.4),-0.8373,0.8525,1.917,3.359,5.52,2.35,24,22.8
T2->T1,IXI019-Guys-0702,37,full_n4,rcrf+unc(w.6/.4),-0.824,0.8602,1.457,3.418,5.349,4.165,40,19.58
T2->T1,IXI019-Guys-0702,37,fusion_w1.0,w1=1.0,-0.8029,0.8363,1.244,2.984,4.654,4.165,40,
T2->T1,IXI019-Guys-0702,37,fusion_w0.7,w1=0.7,-0.8195,0.8554,1.369,3.379,5.287,4.165,40,
T2->T1,IXI019-Guys-0702,37,fusion_w0.5,w1=0.5,-0.8281,0.8642,1.49,3.509,5.431,4.165,40,
T2->T1,IXI019-Guys-0702,37,fusion_w0.3,w1=0.3,-0.8351,0.8699,1.506,3.563,5.487,4.165,40,
T2->T1,IXI019-Guys-0702,37,fusion_w0.0,w1=0.0,-0.8364,0.8686,1.512,3.33,5.04,4.165,40,
T2->T1,IXI019-Guys-0702,37,rcrf_n1,rcrf(单次推理),-0.7924,0.8173,1.131,2.662,4.142,1.921,20,19.27
T2->T1,IXI019-Guys-0702,37,rcrf_n4,rcrf(4次平均),-0.8029,0.8363,1.244,2.984,4.654,4.165,40,
T2->T1,IXI019-Guys-0702,37,unc_n4,unc(集成标准差),-0.8364,0.8686,1.512,3.33,5.04,4.165,40,
T2->T1,IXI019-Guys-0702,37,random,uniform-random,-0.0009,0.5093,0.002,0.023,-0.009,0.0,0,
T2->T1,IXI019-Guys-0702,37,full_skip2,rcrf+unc(w.6/.4),-0.8181,0.8504,1.388,3.293,5.316,2.366,24,19.4
T2->T1,IXI019-Guys-0702,49,full_n4,rcrf+unc(w.6/.4),-0.7779,0.8238,1.394,2.493,4.112,3.895,40,19.2
T2->T1,IXI019-Guys-0702,49,fusion_w1.0,w1=1.0,-0.7532,0.8051,1.233,2.499,3.488,3.895,40,
T2->T1,IXI019-Guys-0702,49,fusion_w0.7,w1=0.7,-0.7735,0.8211,1.384,2.524,4.043,3.895,40,
T2->T1,IXI019-Guys-0702,49,fusion_w0.5,w1=0.5,-0.7812,0.8253,1.37,2.508,4.177,3.895,40,
T2->T1,IXI019-Guys-0702,49,fusion_w0.3,w1=0.3,-0.7847,0.8245,1.374,2.509,4.018,3.895,40,
T2->T1,IXI019-Guys-0702,49,fusion_w0.0,w1=0.0,-0.7768,0.8109,1.202,2.4,3.515,3.895,40,
T2->T1,IXI019-Guys-0702,49,rcrf_n1,rcrf(单次推理),-0.7422,0.7953,1.321,2.276,3.281,1.949,20,18.92
T2->T1,IXI019-Guys-0702,49,rcrf_n4,rcrf(4次平均),-0.7532,0.8051,1.233,2.499,3.488,3.895,40,
T2->T1,IXI019-Guys-0702,49,unc_n4,unc(集成标准差),-0.7768,0.8109,1.202,2.4,3.515,3.895,40,
T2->T1,IXI019-Guys-0702,49,random,uniform-random,0.0065,0.5042,0.051,0.06,-0.001,0.0,0,
T2->T1,IXI019-Guys-0702,49,full_skip2,rcrf+unc(w.6/.4),-0.7703,0.8198,1.282,2.553,3.92,2.423,24,19.15
T2->T1,IXI019-Guys-0702,61,full_n4,rcrf+unc(w.6/.4),-0.7109,0.7647,0.713,1.561,2.414,3.985,40,19.18
T2->T1,IXI019-Guys-0702,61,fusion_w1.0,w1=1.0,-0.675,0.7335,0.536,1.125,1.616,3.985,40,
T2->T1,IXI019-Guys-0702,61,fusion_w0.7,w1=0.7,-0.7032,0.758,0.665,1.485,2.141,3.985,40,
T2->T1,IXI019-Guys-0702,61,fusion_w0.5,w1=0.5,-0.7178,0.7705,0.779,1.611,2.589,3.985,40,
T2->T1,IXI019-Guys-0702,61,fusion_w0.3,w1=0.3,-0.7291,0.7791,0.859,1.737,2.772,3.985,40,
T2->T1,IXI019-Guys-0702,61,fusion_w0.0,w1=0.0,-0.7323,0.7798,0.813,1.863,2.736,3.985,40,
T2->T1,IXI019-Guys-0702,61,rcrf_n1,rcrf(单次推理),-0.6651,0.728,0.582,1.178,1.685,2.035,20,18.92
T2->T1,IXI019-Guys-0702,61,rcrf_n4,rcrf(4次平均),-0.675,0.7335,0.536,1.125,1.616,3.985,40,
T2->T1,IXI019-Guys-0702,61,unc_n4,unc(集成标准差),-0.7323,0.7798,0.813,1.863,2.736,3.985,40,
T2->T1,IXI019-Guys-0702,61,random,uniform-random,-0.0054,0.5046,0.037,-0.01,-0.025,0.0,0,
T2->T1,IXI019-Guys-0702,61,full_skip2,rcrf+unc(w.6/.4),-0.7039,0.7566,0.697,1.463,2.186,2.505,24,19.1
T2->T1,IXI019-Guys-0702,73,full_n4,rcrf+unc(w.6/.4),-0.6266,0.6741,0.555,0.925,1.313,4.116,40,18.06
T2->T1,IXI019-Guys-0702,73,fusion_w1.0,w1=1.0,-0.5995,0.6744,0.538,0.85,1.058,4.116,40,
T2->T1,IXI019-Guys-0702,73,fusion_w0.7,w1=0.7,-0.6219,0.6758,0.556,0.919,1.245,4.116,40,
T2->T1,IXI019-Guys-0702,73,fusion_w0.5,w1=0.5,-0.6299,0.6712,0.53,0.933,1.307,4.116,40,
T2->T1,IXI019-Guys-0702,73,fusion_w0.3,w1=0.3,-0.632,0.6619,0.466,0.903,1.28,4.116,40,
T2->T1,IXI019-Guys-0702,73,fusion_w0.0,w1=0.0,-0.6192,0.6378,0.342,0.681,1.104,4.116,40,
T2->T1,IXI019-Guys-0702,73,rcrf_n1,rcrf(单次推理),-0.5885,0.666,0.563,0.817,1.026,2.019,20,17.94
T2->T1,IXI019-Guys-0702,73,rcrf_n4,rcrf(4次平均),-0.5995,0.6744,0.538,0.85,1.058,4.116,40,
T2->T1,IXI019-Guys-0702,73,unc_n4,unc(集成标准差),-0.6192,0.6378,0.342,0.681,1.104,4.116,40,
T2->T1,IXI019-Guys-0702,73,random,uniform-random,-0.0062,0.5085,-0.025,-0.025,0.047,0.0,0,
T2->T1,IXI019-Guys-0702,73,full_skip2,rcrf+unc(w.6/.4),-0.6305,0.6822,0.639,1.033,1.319,2.458,24,17.95
T2->T1,IXI019-Guys-0702,85,full_n4,rcrf+unc(w.6/.4),-0.6771,0.705,0.43,0.872,1.44,3.975,40,17.69
T2->T1,IXI019-Guys-0702,85,fusion_w1.0,w1=1.0,-0.6411,0.705,0.334,0.83,1.563,3.975,40,
T2->T1,IXI019-Guys-0702,85,fusion_w0.7,w1=0.7,-0.6706,0.7063,0.415,0.83,1.489,3.975,40,
T2->T1,IXI019-Guys-0702,85,fusion_w0.5,w1=0.5,-0.6823,0.703,0.447,0.905,1.406,3.975,40,
T2->T1,IXI019-Guys-0702,85,fusion_w0.3,w1=0.3,-0.6877,0.6961,0.466,0.919,1.389,3.975,40,
T2->T1,IXI019-Guys-0702,85,fusion_w0.0,w1=0.0,-0.6771,0.6773,0.447,0.855,1.345,3.975,40,
T2->T1,IXI019-Guys-0702,85,rcrf_n1,rcrf(单次推理),-0.6274,0.702,0.32,0.804,1.571,2.065,20,17.52
T2->T1,IXI019-Guys-0702,85,rcrf_n4,rcrf(4次平均),-0.6411,0.705,0.334,0.83,1.563,3.975,40,
T2->T1,IXI019-Guys-0702,85,unc_n4,unc(集成标准差),-0.6771,0.6773,0.447,0.855,1.345,3.975,40,
T2->T1,IXI019-Guys-0702,85,random,uniform-random,0.0057,0.5058,-0.008,-0.03,0.006,0.0,0,
T2->T1,IXI019-Guys-0702,85,full_skip2,rcrf+unc(w.6/.4),-0.6739,0.7164,0.467,0.922,1.702,2.519,24,17.55
T2->T1,IXI019-Guys-0702,97,full_n4,rcrf+unc(w.6/.4),-0.7424,0.7546,0.719,1.472,2.404,4.236,40,18.35
T2->T1,IXI019-Guys-0702,97,fusion_w1.0,w1=1.0,-0.708,0.736,0.668,1.276,1.907,4.236,40,
T2->T1,IXI019-Guys-0702,97,fusion_w0.7,w1=0.7,-0.7357,0.7514,0.718,1.405,2.281,4.236,40,
T2->T1,IXI019-Guys-0702,97,fusion_w0.5,w1=0.5,-0.7479,0.757,0.753,1.484,2.49,4.236,40,
T2->T1,IXI019-Guys-0702,97,fusion_w0.3,w1=0.3,-0.7555,0.7587,0.772,1.568,2.446,4.236,40,
T2->T1,IXI019-Guys-0702,97,fusion_w0.0,w1=0.0,-0.7507,0.7507,0.705,1.545,2.195,4.236,40,
T2->T1,IXI019-Guys-0702,97,rcrf_n1,rcrf(单次推理),-0.7038,0.7445,0.821,1.429,2.002,2.141,20,18.1
T2->T1,IXI019-Guys-0702,97,rcrf_n4,rcrf(4次平均),-0.708,0.736,0.668,1.276,1.907,4.236,40,
T2->T1,IXI019-Guys-0702,97,unc_n4,unc(集成标准差),-0.7507,0.7507,0.705,1.545,2.195,4.236,40,
T2->T1,IXI019-Guys-0702,97,random,uniform-random,0.0052,0.5022,-0.0,0.003,0.072,0.0,0,
T2->T1,IXI019-Guys-0702,97,full_skip2,rcrf+unc(w.6/.4),-0.7371,0.7587,0.972,1.644,2.357,2.575,24,18.13
T2->T1,IXI019-Guys-0702,109,full_n4,rcrf+unc(w.6/.4),-0.7733,0.7448,0.565,1.161,1.928,4.235,40,18.66
T2->T1,IXI019-Guys-0702,109,fusion_w1.0,w1=1.0,-0.7515,0.7351,0.499,0.978,1.758,4.235,40,
T2->T1,IXI019-Guys-0702,109,fusion_w0.7,w1=0.7,-0.7693,0.7432,0.52,1.095,1.933,4.235,40,
T2->T1,IXI019-Guys-0702,109,fusion_w0.5,w1=0.5,-0.7766,0.7459,0.561,1.218,1.979,4.235,40,
T2->T1,IXI019-Guys-0702,109,fusion_w0.3,w1=0.3,-0.7811,0.7466,0.605,1.261,2.041,4.235,40,
T2->T1,IXI019-Guys-0702,109,fusion_w0.0,w1=0.0,-0.7793,0.7427,0.629,1.318,2.16,4.235,40,
T2->T1,IXI019-Guys-0702,109,rcrf_n1,rcrf(单次推理),-0.7407,0.7349,0.586,1.145,1.701,1.956,20,18.48
T2->T1,IXI019-Guys-0702,109,rcrf_n4,rcrf(4次平均),-0.7515,0.7351,0.499,0.978,1.758,4.235,40,
T2->T1,IXI019-Guys-0702,109,unc_n4,unc(集成标准差),-0.7793,0.7427,0.629,1.318,2.16,4.235,40,
T2->T1,IXI019-Guys-0702,109,random,uniform-random,-0.0004,0.5061,0.051,-0.026,0.089,0.0,0,
T2->T1,IXI019-Guys-0702,109,full_skip2,rcrf+unc(w.6/.4),-0.7627,0.738,0.634,1.235,1.946,2.393,24,18.56
T2->T1,IXI020-Guys-0700,22,full_n4,rcrf+unc(w.6/.4),-0.8373,0.9084,2.424,4.253,5.424,3.623,40,20.01
T2->T1,IXI020-Guys-0700,22,fusion_w1.0,w1=1.0,-0.8182,0.8923,2.227,3.43,4.702,3.623,40,
T2->T1,IXI020-Guys-0700,22,fusion_w0.7,w1=0.7,-0.833,0.9056,2.346,4.078,5.313,3.623,40,
T2->T1,IXI020-Guys-0700,22,fusion_w0.5,w1=0.5,-0.8413,0.9103,2.462,4.337,5.52,3.623,40,
T2->T1,IXI020-Guys-0700,22,fusion_w0.3,w1=0.3,-0.8488,0.9115,2.453,4.476,5.86,3.623,40,
T2->T1,IXI020-Guys-0700,22,fusion_w0.0,w1=0.0,-0.8583,0.8998,2.029,4.036,5.716,3.623,40,
T2->T1,IXI020-Guys-0700,22,rcrf_n1,rcrf(单次推理),-0.8169,0.8923,2.338,3.337,4.301,1.867,20,19.75
T2->T1,IXI020-Guys-0700,22,rcrf_n4,rcrf(4次平均),-0.8182,0.8923,2.227,3.43,4.702,3.623,40,
T2->T1,IXI020-Guys-0700,22,unc_n4,unc(集成标准差),-0.8583,0.8998,2.029,4.036,5.716,3.623,40,
T2->T1,IXI020-Guys-0700,22,random,uniform-random,0.0127,0.4969,0.054,0.068,0.09,0.0,0,
T2->T1,IXI020-Guys-0700,22,full_skip2,rcrf+unc(w.6/.4),-0.8262,0.9068,2.58,4.28,5.498,2.446,24,19.74
T2->T1,IXI020-Guys-0700,34,full_n4,rcrf+unc(w.6/.4),-0.8821,0.9096,2.975,4.965,7.093,3.854,40,18.31
T2->T1,IXI020-Guys-0700,34,fusion_w1.0,w1=1.0,-0.8705,0.8997,3.053,4.482,6.5,3.854,40,
T2->T1,IXI020-Guys-0700,34,fusion_w0.7,w1=0.7,-0.8809,0.9097,3.013,4.915,7.045,3.854,40,
T2->T1,IXI020-Guys-0700,34,fusion_w0.5,w1=0.5,-0.8823,0.9079,2.879,4.975,7.117,3.854,40,
T2->T1,IXI020-Guys-0700,34,fusion_w0.3,w1=0.3,-0.8794,0.9005,2.669,4.782,7.216,3.854,40,
T2->T1,IXI020-Guys-0700,34,fusion_w0.0,w1=0.0,-0.8588,0.8663,1.52,3.417,5.81,3.854,40,
T2->T1,IXI020-Guys-0700,34,rcrf_n1,rcrf(单次推理),-0.8597,0.8947,2.955,4.431,6.196,2.065,20,18.19
T2->T1,IXI020-Guys-0700,34,rcrf_n4,rcrf(4次平均),-0.8705,0.8997,3.053,4.482,6.5,3.854,40,
T2->T1,IXI020-Guys-0700,34,unc_n4,unc(集成标准差),-0.8588,0.8663,1.52,3.417,5.81,3.854,40,
T2->T1,IXI020-Guys-0700,34,random,uniform-random,-0.0219,0.5134,-0.009,0.076,0.098,0.0,0,
T2->T1,IXI020-Guys-0700,34,full_skip2,rcrf+unc(w.6/.4),-0.8774,0.9102,3.222,5.15,7.27,2.564,24,18.05
T2->T1,IXI020-Guys-0700,46,full_n4,rcrf+unc(w.6/.4),-0.8422,0.8787,3.142,4.537,5.727,4.148,40,19.56
T2->T1,IXI020-Guys-0700,46,fusion_w1.0,w1=1.0,-0.8302,0.865,3.092,4.108,5.241,4.148,40,
T2->T1,IXI020-Guys-0700,46,fusion_w0.7,w1=0.7,-0.8407,0.8776,3.125,4.508,5.613,4.148,40,
T2->T1,IXI020-Guys-0700,46,fusion_w0.5,w1=0.5,-0.8429,0.8784,3.055,4.571,5.775,4.148,40,
T2->T1,IXI020-Guys-0700,46,fusion_w0.3,w1=0.3,-0.8419,0.8736,2.672,4.472,5.767,4.148,40,
T2->T1,IXI020-Guys-0700,46,fusion_w0.0,w1=0.0,-0.8299,0.8492,1.358,2.619,4.165,4.148,40,
T2->T1,IXI020-Guys-0700,46,rcrf_n1,rcrf(单次推理),-0.8221,0.8617,3.063,4.149,5.246,2.083,20,19.32
T2->T1,IXI020-Guys-0700,46,rcrf_n4,rcrf(4次平均),-0.8302,0.865,3.092,4.108,5.241,4.148,40,
T2->T1,IXI020-Guys-0700,46,unc_n4,unc(集成标准差),-0.8299,0.8492,1.358,2.619,4.165,4.148,40,
